"X","place_of_purchase","port_arrival","n_arrived","lon_start","lat_start","lon_end","lat_end"
1,"Accra","Americas",1,-0.1869644,5.6037168,-105.2551187,54.5259614
2,"Accra","Bahia",468,-0.1869644,5.6037168,-117.2470564,32.7722229
3,"Accra","Barbados",133,-0.1869644,5.6037168,-59.543198,13.193887
4,"Accra","Buenos Aires",1,-0.1869644,5.6037168,-58.3815591,-34.6036844
5,"Accra","Cap Francais",2571,-0.1869644,5.6037168,-72.2067681,19.7370362
6,"Accra","Curacao",1573,-0.1869644,5.6037168,-68.99002,12.16957
7,"Accra","Demerara",1304,-0.1869644,5.6037168,-80.2411779,26.1275852
8,"Accra","Essequibo",151,-0.1869644,5.6037168,-58.5116863,4.2591814
9,"Accra","Havana",873,-0.1869644,5.6037168,-82.3665956,23.1135925
10,"Accra","Jamaica",70,-0.1869644,5.6037168,-77.297508,18.109581
11,"Accra","Kingston",1334,-0.1869644,5.6037168,-94.0385517,39.6441742
12,"Accra","Leogane",788,-0.1869644,5.6037168,-72.623987,18.5128379
13,"Accra","Martinique",46,-0.1869644,5.6037168,-61.024174,14.641528
14,"Accra","Montego Bay",240,-0.1869644,5.6037168,-77.8938895,18.4762228
15,"Accra","Montevideo",144,-0.1869644,5.6037168,-56.1645314,-34.9011127
16,"Accra","Newcastle (Nevis)",216,-0.1869644,5.6037168,-62.588414,17.2025656
17,"Accra","Pernambuco",1,-0.1869644,5.6037168,-36.954107,-8.8137173
18,"Accra","Port-au-Prince",280,-0.1869644,5.6037168,-72.3074326,18.594395
19,"Accra","Saint-Marc",256,-0.1869644,5.6037168,-118.4201472,34.0589908
20,"Accra","Suriname",396,-0.1869644,5.6037168,-56.027783,3.919305
21,"Accra","Zion Hill",1,-0.1869644,5.6037168,-95.2126459,37.1924565
22,"Africa.","???",262,34.508523,-8.783195,NA,NA
23,"Africa.","Africa.",2,34.508523,-8.783195,34.508523,-8.783195
24,"Africa.","Alagoas province",500,34.508523,-8.783195,-36.7819505,-9.5713058
25,"Africa.","Amelia Island",256,34.508523,-8.783195,-81.460856,30.6265697
26,"Africa.","Americas",1954,34.508523,-8.783195,-105.2551187,54.5259614
27,"Africa.","Americas, region unspecified",272,34.508523,-8.783195,-105.2551187,54.5259614
28,"Africa.","Annapolis",777,34.508523,-8.783195,-76.4921829,38.9784453
29,"Africa.","Antigua",168,34.508523,-8.783195,-61.8175207,17.0746557
30,"Africa.","Antonia",136,34.508523,-8.783195,-90.4656776,38.3625546
31,"Africa.","Arcahaie",1,34.508523,-8.783195,-72.513088,18.7703377
32,"Africa.","Bacuranao",309,34.508523,-8.783195,-82.2398244,23.174483
33,"Africa.","Bahamas",2324,34.508523,-8.783195,-77.39628,25.03428
34,"Africa.","Bahia",36716,34.508523,-8.783195,-117.2470564,32.7722229
35,"Africa.","Bahia Honda",10139,34.508523,-8.783195,-81.2546366,24.6698814
36,"Africa.","Banes",3165,34.508523,-8.783195,-2.4766241,51.3250102
37,"Africa.","Baracoa",2,34.508523,-8.783195,-74.5023819,20.3474809
38,"Africa.","Barbados",82736,34.508523,-8.783195,-59.543198,13.193887
39,"Africa.","Basse-Terre",4335,34.508523,-8.783195,-61.7064109,16.0144526
40,"Africa.","Batabano",81,34.508523,-8.783195,-82.2936293,22.6875359
41,"Africa.","Berbice",43,34.508523,-8.783195,-57.9804325,5.3904374
42,"Africa.","Borburata",93,34.508523,-8.783195,-67.9613055,10.4410487
43,"Africa.","Boston",175,34.508523,-8.783195,-71.0588801,42.3600825
44,"Africa.","Bristol",15,34.508523,-8.783195,-72.9492703,41.6717648
45,"Africa.","British Americas",1,34.508523,-8.783195,-95.712891,37.09024
46,"Africa.","British Caribbean",868,34.508523,-8.783195,-76.7907214,17.9686962
47,"Africa.","British Honduras",1,34.508523,-8.783195,NA,NA
48,"Africa.","British Leewards",252,34.508523,-8.783195,NA,NA
49,"Africa.","Buenos Aires",5370,34.508523,-8.783195,-58.3815591,-34.6036844
50,"Africa.","Cabanas",7149,34.508523,-8.783195,-94.801843,39.737959
51,"Africa.","Cabo Frio",3,34.508523,-8.783195,-42.0354315,-22.8915403
52,"Africa.","Cadiz",3,34.508523,-8.783195,-6.2885962,36.5270612
53,"Africa.","Campos",1862,34.508523,-8.783195,-95.5944428,37.0400119
54,"Africa.","Canasi",1448,34.508523,-8.783195,-80.0739657,26.8360641
55,"Africa.","Cap Francais",10913,34.508523,-8.783195,-72.2067681,19.7370362
56,"Africa.","Cape of Good Hope",2,34.508523,-8.783195,18.4739882,-34.3568425
57,"Africa.","Caracas",808,34.508523,-8.783195,-66.9036063,10.4805937
58,"Africa.","Cardenas",11719,34.508523,-8.783195,-98.5546461,29.4389654
59,"Africa.","Caribbean (colony unspecified)",239,34.508523,-8.783195,-78.6568942,21.4691137
60,"Africa.","Cartagena",5852,34.508523,-8.783195,-75.4832311,10.3932277
61,"Africa.","Catuamo and Maria Farinha",1,34.508523,-8.783195,-34.8355412,-7.8552201
62,"Africa.","Cayenne",1442,34.508523,-8.783195,-52.3134531,4.92242
63,"Africa.","Cayes (Les)",1190,34.508523,-8.783195,-73.7536695,18.2042851
64,"Africa.","Charleston",8526,34.508523,-8.783195,-79.9310512,32.7764749
65,"Africa.","Cienfuegos",650,34.508523,-8.783195,-80.4437781,22.1599753
66,"Africa.","Cuba",47419,34.508523,-8.783195,-77.781167,21.521757
67,"Africa.","Cuba, south coast",13541,34.508523,-8.783195,-117.886182,33.6945475
68,"Africa.","Cuba, west coast",1727,34.508523,-8.783195,-119.9804118,35.9513437
69,"Africa.","Cul-de-Sac",198,34.508523,-8.783195,-73.5761738,45.5154246
70,"Africa.","Curacao",2191,34.508523,-8.783195,-68.99002,12.16957
71,"Africa.","Danish West Indies",3827,34.508523,-8.783195,-66.4108475,18.2345027
72,"Africa.","Delaware River",190,34.508523,-8.783195,-75.1765326,40.676962
73,"Africa.","Demerara",2282,34.508523,-8.783195,-80.2411779,26.1275852
74,"Africa.","Dominica",3542,34.508523,-8.783195,-61.370976,15.414999
75,"Africa.","Dutch Guianas",833,34.508523,-8.783195,NA,NA
76,"Africa.","Eastern New Jersey",26,34.508523,-8.783195,-74.1636313,40.7497019
77,"Africa.","Essequibo",1022,34.508523,-8.783195,-58.5116863,4.2591814
78,"Africa.","Florida",991,34.508523,-8.783195,-81.5157535,27.6648274
79,"Africa.","Fort-Royale",230,34.508523,-8.783195,-78.6213475,39.8611533
80,"Africa.","Freetown",1434,34.508523,-8.783195,-13.2317225,8.4656765
81,"Africa.","French Africa (Goree or Senegal)",1,34.508523,-8.783195,-17.3989282,14.6678596
82,"Africa.","French Caribbean",2959,34.508523,-8.783195,-80.2734246,26.2866552
83,"Africa.","Georgia",192,34.508523,-8.783195,-82.9000751,32.1656221
84,"Africa.","Goree",1,34.508523,-8.783195,-17.3989282,14.6678596
85,"Africa.","Grenada",2974,34.508523,-8.783195,-61.679,12.1165
86,"Africa.","Guadeloupe",199,34.508523,-8.783195,-61.551,16.265
87,"Africa.","Guanimar",1888,34.508523,-8.783195,-82.6523952,22.6910818
88,"Africa.","Guatemala",1,34.508523,-8.783195,-90.230759,15.783471
89,"Africa.","Gustavia, St. Barthelemy",36,34.508523,-8.783195,-62.852201,17.8964345
90,"Africa.","Hamilton (Bermuda)",91,34.508523,-8.783195,-64.7858887,32.2945837
91,"Africa.","Hampton",49,34.508523,-8.783195,-76.3452218,37.0298687
92,"Africa.","Havana",135889,34.508523,-8.783195,-82.3665956,23.1135925
93,"Africa.","Hispaniola",371,34.508523,-8.783195,-71.5723953,19.0018663
94,"Africa.","Ilha de Itamaric",163,34.508523,-8.783195,-34.8306327,-7.7480776
95,"Africa.","Ilha Grande",2727,34.508523,-8.783195,-44.2289441,-23.1520839
96,"Africa.","Isla de Pinas",6102,34.508523,-8.783195,120.9904207,14.5357947
97,"Africa.","Jacmel",283,34.508523,-8.783195,-72.5263984,18.2430063
98,"Africa.","Jamaica",44468,34.508523,-8.783195,-77.297508,18.109581
99,"Africa.","Kingston",64797,34.508523,-8.783195,-94.0385517,39.6441742
100,"Africa.","La Balise",432,34.508523,-8.783195,-71.7867219,48.5983561
101,"Africa.","La Guaira",597,34.508523,-8.783195,-66.9313444,10.6024787
102,"Africa.","Le Havre",34,34.508523,-8.783195,0.107929,49.49437
103,"Africa.","Leogane",2052,34.508523,-8.783195,-72.623987,18.5128379
104,"Africa.","Londontowne",360,34.508523,-8.783195,-76.558016,38.93575
105,"Africa.","Lower James River",223,34.508523,-8.783195,-78.0470161,37.6433132
106,"Africa.","Macae",3584,34.508523,-8.783195,-41.9593241,-22.3233696
107,"Africa.","Magari, Manzanillo",210,34.508523,-8.783195,-104.30568,19.100665
108,"Africa.","Mangaratiba",300,34.508523,-8.783195,-44.0389554,-22.9161789
109,"Africa.","Maranhao",1740,34.508523,-8.783195,-45.2744159,-4.9609498
110,"Africa.","Margarita",169,34.508523,-8.783195,-96.0971951,36.0155754
111,"Africa.","Mariel",5139,34.508523,-8.783195,-71.055773,42.3573463
112,"Africa.","Martinique",15296,34.508523,-8.783195,-61.024174,14.641528
113,"Africa.","Maryland",1642,34.508523,-8.783195,-76.6412712,39.0457549
114,"Africa.","Matanzas",8001,34.508523,-8.783195,-81.5322149,23.0303395
115,"Africa.","Middelburg",130,34.508523,-8.783195,3.610998,51.4987962
116,"Africa.","Middletown",2,34.508523,-8.783195,-72.6506488,41.5623209
117,"Africa.","Mississippi",1,34.508523,-8.783195,-89.3985283,32.3546679
118,"Africa.","Montego Bay",1120,34.508523,-8.783195,-77.8938895,18.4762228
119,"Africa.","Montevideo",643,34.508523,-8.783195,-56.1645314,-34.9011127
120,"Africa.","Montserrat",3207,34.508523,-8.783195,-62.187366,16.742498
121,"Africa.","Mosquito Shore",1,34.508523,-8.783195,-88.1542593,43.0336845
122,"Africa.","Nevis",1,34.508523,-8.783195,-62.5796026,17.1553558
123,"Africa.","New Orleans",420,34.508523,-8.783195,-90.0715323,29.9510658
124,"Africa.","New Spain",22,34.508523,-8.783195,-96.7673222,32.9082567
125,"Africa.","New York",934,34.508523,-8.783195,-74.0059728,40.7127753
126,"Africa.","Newcastle (Nevis)",2844,34.508523,-8.783195,-62.588414,17.2025656
127,"Africa.","Newport",1,34.508523,-8.783195,-71.3128285,41.4901024
128,"Africa.","North Carolina",3,34.508523,-8.783195,-79.0192997,35.7595731
129,"Africa.","North Potomac",2,34.508523,-8.783195,-77.2347674,39.097769
130,"Africa.","Nuevitas",1,34.508523,-8.783195,-77.2692503,21.5500232
131,"Africa.","Ocoa",2,34.508523,-8.783195,-70.5041816,18.543858
132,"Africa.","Para",164,34.508523,-8.783195,-54.9306152,-1.9981271
133,"Africa.","Paraiba",1,34.508523,-8.783195,-36.7819505,-7.2399609
134,"Africa.","Paramaribo",1,34.508523,-8.783195,-55.2038278,5.8520355
135,"Africa.","Paranagua",614,34.508523,-8.783195,-48.5226223,-25.5148758
136,"Africa.","Patuxent",605,34.508523,-8.783195,-76.6982889,38.7343744
137,"Africa.","Pernambuco",1308,34.508523,-8.783195,-36.954107,-8.8137173
138,"Africa.","Petit-Goave",530,34.508523,-8.783195,-72.8545019,18.4311407
139,"Africa.","Philadelphia",452,34.508523,-8.783195,-75.1652215,39.9525839
140,"Africa.","Port Maria",200,34.508523,-8.783195,-76.8922729,18.3653596
141,"Africa.","Port Royal",2073,34.508523,-8.783195,-76.8411038,17.9367669
142,"Africa.","Port-au-Prince",3337,34.508523,-8.783195,-72.3074326,18.594395
143,"Africa.","Port-de-Paix",154,34.508523,-8.783195,-72.8308692,19.9348887
144,"Africa.","Porto de Galinhas",130,34.508523,-8.783195,-34.9996923,-8.4844765
145,"Africa.","Porto Seguro",1,34.508523,-8.783195,-49.2767036,-16.6893644
146,"Africa.","Portobelo",1046,34.508523,-8.783195,-79.6530174,9.5488889
147,"Africa.","Potomac river",1,34.508523,-8.783195,-77.2301856,38.6537976
148,"Africa.","Puerto Padre",6730,34.508523,-8.783195,-76.606611,21.1878548
149,"Africa.","Puerto Rico",1726,34.508523,-8.783195,-66.590149,18.220833
150,"Africa.","Rappahannock",3226,34.508523,-8.783195,-77.2066465,38.1985853
151,"Africa.","Rhode Island",8,34.508523,-8.783195,-71.4774291,41.5800945
152,"Africa.","Rio de Janeiro",24494,34.508523,-8.783195,-43.1728965,-22.9068467
153,"Africa.","Rio de Janeiro province",4192,34.508523,-8.783195,-43.2094971,-22.9098755
154,"Africa.","Rio de Janeiro, Sao Paulo, Santa Catarina",36799,34.508523,-8.783195,-46.658595,-23.6523213
155,"Africa.","Rio de la Plata",5,34.508523,-8.783195,-56.741207,-35.1944557
156,"Africa.","Rio Grande do Sul Province",236,34.508523,-8.783195,-52.101445,-32.0395116
157,"Africa.","Rio Sao Jeso",404,34.508523,-8.783195,-40.5809936,-19.0523362
158,"Africa.","Sagua",8335,34.508523,-8.783195,-80.0702555,22.8037709
159,"Africa.","Saint Ann's Bay",1,34.508523,-8.783195,-77.1973997,18.4329473
160,"Africa.","Saint John (Antigua)",16003,34.508523,-8.783195,-61.846772,17.1274104
161,"Africa.","Saint-Domingue",3038,34.508523,-8.783195,-80.1928557,25.8461305
162,"Africa.","Saint-Marc",2817,34.508523,-8.783195,-118.4201472,34.0589908
163,"Africa.","Saint-Pierre",1,34.508523,-8.783195,-56.1806363,46.7758459
164,"Africa.","San Domingo (a) Santo Domingo",244,34.508523,-8.783195,-69.9312117,18.4860575
165,"Africa.","San Juan de los Remedios",960,34.508523,-8.783195,-79.5462943,22.4963477
166,"Africa.","Santa Marta",3,34.508523,-8.783195,-74.2110227,11.2403547
167,"Africa.","Santiago de Cuba",6529,34.508523,-8.783195,-75.8301537,20.01693
168,"Africa.","Santos",1916,34.508523,-8.783195,-95.2512452,37.3391729
169,"Africa.","Sao Sebastiao",1468,34.508523,-8.783195,-45.4016534,-23.8063468
170,"Africa.","Savanna la Mar",916,34.508523,-8.783195,-78.1393397,18.2291677
171,"Africa.","Savannah",1058,34.508523,-8.783195,-81.091203,32.0808989
172,"Africa.","Senegambia and offshore Atlantic",1,34.508523,-8.783195,NA,NA
173,"Africa.","South Potomac",506,34.508523,-8.783195,-76.9668698,38.579429
174,"Africa.","Southeast Brazil",1,34.508523,-8.783195,-46.2091547,-20.3331817
175,"Africa.","Spanish Americas",11501,34.508523,-8.783195,-95.712891,37.09024
176,"Africa.","Spanish Caribbean",605,34.508523,-8.783195,-75.066219,40.034881
177,"Africa.","Spanish Circum-Caribbean,unspecified",2329,34.508523,-8.783195,-78.6568942,21.4691137
178,"Africa.","Spanish Town",2,34.508523,-8.783195,-91.1835428,30.4547412
179,"Africa.","St. Augustine",71,34.508523,-8.783195,-81.3124341,29.9012437
180,"Africa.","St. Barthelemy",277,34.508523,-8.783195,-62.833333,17.9
181,"Africa.","St. Croix",5089,34.508523,-8.783195,-64.8347992,17.7245968
182,"Africa.","St. Eustatius",421,34.508523,-8.783195,-62.973555,17.4890306
183,"Africa.","St. Helena",118,34.508523,-8.783195,-5.7089241,-15.9650104
184,"Africa.","St. Kitts",9279,34.508523,-8.783195,-62.7559043,17.3433796
185,"Africa.","St. Lucia",877,34.508523,-8.783195,-60.978893,13.909444
186,"Africa.","St. Maarten",3,34.508523,-8.783195,-63.05483,18.04248
187,"Africa.","St. Thomas",7477,34.508523,-8.783195,-64.8940946,18.3380965
188,"Africa.","St. Vincent",3694,34.508523,-8.783195,-92.3393435,34.7502877
189,"Africa.","Suriname",14465,34.508523,-8.783195,-56.027783,3.919305
190,"Africa.","Taipu",626,34.508523,-8.783195,-35.5975708,-5.6234602
191,"Africa.","Tobago",152,34.508523,-8.783195,-60.6988909,11.2336911
192,"Africa.","Tortola",1531,34.508523,-8.783195,-64.6332782,18.4334704
193,"Africa.","Tortuga",354,34.508523,-8.783195,-72.7924612,20.0548685
194,"Africa.","Trinidad",4361,34.508523,-8.783195,-61.222503,10.691803
195,"Africa.","Trinidad de Cuba",18765,34.508523,-8.783195,-79.9808143,21.7960343
196,"Africa.","Trujillo",651,34.508523,-8.783195,-95.9661957,36.1559007
197,"Africa.","Upper James River",2190,34.508523,-8.783195,-78.0470161,37.6433132
198,"Africa.","USA, location unspecified",4,34.508523,-8.783195,-95.712891,37.09024
199,"Africa.","Venezuela",137,34.508523,-8.783195,-66.58973,6.42375
200,"Africa.","Veracruz",510,34.508523,-8.783195,-96.1342241,19.173773
201,"Africa.","Virginia",4529,34.508523,-8.783195,-78.6568942,37.4315734
202,"Africa.","West Indies (colony unspecified)",575,34.508523,-8.783195,-66.4108475,18.2345027
203,"Africa.","York River",8505,34.508523,-8.783195,-76.3824455,37.2476419
204,"Africa.","Zion Hill",693,34.508523,-8.783195,-95.2126459,37.1924565
205,"Aghway","Banes",950,NA,NA,-2.4766241,51.3250102
206,"Alampo","Barbados",136,NA,NA,-59.543198,13.193887
207,"Alampo","Jamaica",452,NA,NA,-77.297508,18.109581
208,"Alampo","Montserrat",1,NA,NA,-62.187366,16.742498
209,"Alampo","Newcastle (Nevis)",345,NA,NA,-62.588414,17.2025656
210,"Alampo","Saint John (Antigua)",1,NA,NA,-61.846772,17.1274104
211,"Albreda","Cap Francais",57,-16.3861179,13.3377866,-72.2067681,19.7370362
212,"Albreda","Port-au-Prince",1,-16.3861179,13.3377866,-72.3074326,18.594395
213,"Albreda","Saint-Marc",80,-16.3861179,13.3377866,-118.4201472,34.0589908
214,"Albreda","Spanish Circum-Caribbean,unspecified",1,-16.3861179,13.3377866,-78.6568942,21.4691137
215,"Alecuba","Kingston",535,NA,NA,-94.0385517,39.6441742
216,"Ambona","Berbice",1,NA,NA,-57.9804325,5.3904374
217,"Ambona","Demerara",350,NA,NA,-80.2411779,26.1275852
218,"Ambona","St. Thomas",400,NA,NA,-64.8940946,18.3380965
219,"Ambriz","Bahamas",215,13.1192563,-7.863084,-77.39628,25.03428
220,"Ambriz","Bahia",2741,13.1192563,-7.863084,-117.2470564,32.7722229
221,"Ambriz","Barbados",928,13.1192563,-7.863084,-59.543198,13.193887
222,"Ambriz","Basse-Terre",411,13.1192563,-7.863084,-61.7064109,16.0144526
223,"Ambriz","Berbice",283,13.1192563,-7.863084,-57.9804325,5.3904374
224,"Ambriz","Buenos Aires",700,13.1192563,-7.863084,-58.3815591,-34.6036844
225,"Ambriz","Cabo Frio",1110,13.1192563,-7.863084,-42.0354315,-22.8915403
226,"Ambriz","Campos",4830,13.1192563,-7.863084,-95.5944428,37.0400119
227,"Ambriz","Cap Francais",1827,13.1192563,-7.863084,-72.2067681,19.7370362
228,"Ambriz","Cardenas",1700,13.1192563,-7.863084,-98.5546461,29.4389654
229,"Ambriz","Cuba",1230,13.1192563,-7.863084,-77.781167,21.521757
230,"Ambriz","Cuba, south coast",520,13.1192563,-7.863084,-117.886182,33.6945475
231,"Ambriz","Demerara",357,13.1192563,-7.863084,-80.2411779,26.1275852
232,"Ambriz","Dominica",1096,13.1192563,-7.863084,-61.370976,15.414999
233,"Ambriz","Freetown",1389,13.1192563,-7.863084,-13.2317225,8.4656765
234,"Ambriz","French Caribbean",470,13.1192563,-7.863084,-80.2734246,26.2866552
235,"Ambriz","Grenada",1232,13.1192563,-7.863084,-61.679,12.1165
236,"Ambriz","Guanimar",489,13.1192563,-7.863084,-82.6523952,22.6910818
237,"Ambriz","Havana",2183,13.1192563,-7.863084,-82.3665956,23.1135925
238,"Ambriz","Hispaniola",1,13.1192563,-7.863084,-71.5723953,19.0018663
239,"Ambriz","Ilha Grande",800,13.1192563,-7.863084,-44.2289441,-23.1520839
240,"Ambriz","Kingston",4309,13.1192563,-7.863084,-94.0385517,39.6441742
241,"Ambriz","Leogane",180,13.1192563,-7.863084,-72.623987,18.5128379
242,"Ambriz","Macae",2680,13.1192563,-7.863084,-41.9593241,-22.3233696
243,"Ambriz","Maranhao",323,13.1192563,-7.863084,-45.2744159,-4.9609498
244,"Ambriz","Marica",207,13.1192563,-7.863084,-122.251535,37.838096
245,"Ambriz","Martinique",525,13.1192563,-7.863084,-61.024174,14.641528
246,"Ambriz","Montevideo",19,13.1192563,-7.863084,-56.1645314,-34.9011127
247,"Ambriz","Pernambuco",1287,13.1192563,-7.863084,-36.954107,-8.8137173
248,"Ambriz","Ponta Negro",283,13.1192563,-7.863084,-35.1629703,-5.8811012
249,"Ambriz","Port-au-Prince",430,13.1192563,-7.863084,-72.3074326,18.594395
250,"Ambriz","Rappahannock",114,13.1192563,-7.863084,-77.2066465,38.1985853
251,"Ambriz","Rio de Janeiro",33079,13.1192563,-7.863084,-43.1728965,-22.9068467
252,"Ambriz","Rio de Janeiro province",1445,13.1192563,-7.863084,-43.2094971,-22.9098755
253,"Ambriz","Rio de Janeiro, Sao Paulo, Santa Catarina",1250,13.1192563,-7.863084,-46.658595,-23.6523213
254,"Ambriz","Saint John (Antigua)",501,13.1192563,-7.863084,-61.846772,17.1274104
255,"Ambriz","Santos",740,13.1192563,-7.863084,-95.2512452,37.3391729
256,"Ambriz","Sao Sebastiao",1680,13.1192563,-7.863084,-45.4016534,-23.8063468
257,"Ambriz","St. Helena",5216,13.1192563,-7.863084,-5.7089241,-15.9650104
258,"Ambriz","Tortola",236,13.1192563,-7.863084,-64.6332782,18.4334704
259,"Ambriz","Trinidad de Cuba",500,13.1192563,-7.863084,-79.9808143,21.7960343
260,"Ambriz","USA, location unspecified",1,13.1192563,-7.863084,-95.712891,37.09024
261,"Amokou","Tortola",1,NA,NA,-64.6332782,18.4334704
262,"Andony","Barbados",102,NA,NA,-59.543198,13.193887
263,"Andony","Saint John (Antigua)",1,NA,NA,-61.846772,17.1274104
264,"Anomabu","Americas",763,-1.1233101,5.1761085,-105.2551187,54.5259614
265,"Anomabu","Bahamas",1,-1.1233101,5.1761085,-77.39628,25.03428
266,"Anomabu","Barbados",8947,-1.1233101,5.1761085,-59.543198,13.193887
267,"Anomabu","Basse-Terre",855,-1.1233101,5.1761085,-61.7064109,16.0144526
268,"Anomabu","Berbice",1,-1.1233101,5.1761085,-57.9804325,5.3904374
269,"Anomabu","Black River",440,-1.1233101,5.1761085,-90.8112067,36.2930747
270,"Anomabu","British Caribbean",249,-1.1233101,5.1761085,-76.7907214,17.9686962
271,"Anomabu","Buenos Aires",247,-1.1233101,5.1761085,-58.3815591,-34.6036844
272,"Anomabu","Canary Islands",1,-1.1233101,5.1761085,-16.6291304,28.2915637
273,"Anomabu","Cap Francais",2766,-1.1233101,5.1761085,-72.2067681,19.7370362
274,"Anomabu","Cayes (Les)",277,-1.1233101,5.1761085,-73.7536695,18.2042851
275,"Anomabu","Charleston",3439,-1.1233101,5.1761085,-79.9310512,32.7764749
276,"Anomabu","Cul-de-Sac",1,-1.1233101,5.1761085,-73.5761738,45.5154246
277,"Anomabu","Demerara",2499,-1.1233101,5.1761085,-80.2411779,26.1275852
278,"Anomabu","Dominica",793,-1.1233101,5.1761085,-61.370976,15.414999
279,"Anomabu","Falmouth (Jam.)",119,-1.1233101,5.1761085,-77.656476,18.4928457
280,"Anomabu","Freetown",532,-1.1233101,5.1761085,-13.2317225,8.4656765
281,"Anomabu","French Caribbean",513,-1.1233101,5.1761085,-80.2734246,26.2866552
282,"Anomabu","Grenada",5085,-1.1233101,5.1761085,-61.679,12.1165
283,"Anomabu","Havana",832,-1.1233101,5.1761085,-82.3665956,23.1135925
284,"Anomabu","Jamaica",10623,-1.1233101,5.1761085,-77.297508,18.109581
285,"Anomabu","Kingston",37128,-1.1233101,5.1761085,-94.0385517,39.6441742
286,"Anomabu","Leogane",1171,-1.1233101,5.1761085,-72.623987,18.5128379
287,"Anomabu","Lucea (a) St. Lucea",297,-1.1233101,5.1761085,-78.1763937,18.4504186
288,"Anomabu","Martinique",1183,-1.1233101,5.1761085,-61.024174,14.641528
289,"Anomabu","Maryland",1,-1.1233101,5.1761085,-76.6412712,39.0457549
290,"Anomabu","Montego Bay",2386,-1.1233101,5.1761085,-77.8938895,18.4762228
291,"Anomabu","Montevideo",436,-1.1233101,5.1761085,-56.1645314,-34.9011127
292,"Anomabu","Montserrat",182,-1.1233101,5.1761085,-62.187366,16.742498
293,"Anomabu","Newcastle (Nevis)",3,-1.1233101,5.1761085,-62.588414,17.2025656
294,"Anomabu","North Potomac",242,-1.1233101,5.1761085,-77.2347674,39.097769
295,"Anomabu","Pernambuco",135,-1.1233101,5.1761085,-36.954107,-8.8137173
296,"Anomabu","Petit-Goave",1,-1.1233101,5.1761085,-72.8545019,18.4311407
297,"Anomabu","Port Royal",350,-1.1233101,5.1761085,-76.8411038,17.9367669
298,"Anomabu","Port-au-Prince",94,-1.1233101,5.1761085,-72.3074326,18.594395
299,"Anomabu","Portobelo",652,-1.1233101,5.1761085,-79.6530174,9.5488889
300,"Anomabu","Rappahannock",429,-1.1233101,5.1761085,-77.2066465,38.1985853
301,"Anomabu","Rhode Island",2,-1.1233101,5.1761085,-71.4774291,41.5800945
302,"Anomabu","Rio de Janeiro",392,-1.1233101,5.1761085,-43.1728965,-22.9068467
303,"Anomabu","Saint John (Antigua)",2104,-1.1233101,5.1761085,-61.846772,17.1274104
304,"Anomabu","Saint-Domingue",2,-1.1233101,5.1761085,-80.1928557,25.8461305
305,"Anomabu","Saint-Marc",1256,-1.1233101,5.1761085,-118.4201472,34.0589908
306,"Anomabu","Savanna la Mar",230,-1.1233101,5.1761085,-78.1393397,18.2291677
307,"Anomabu","Savannah",515,-1.1233101,5.1761085,-81.091203,32.0808989
308,"Anomabu","Spanish Caribbean",162,-1.1233101,5.1761085,-75.066219,40.034881
309,"Anomabu","St. Augustine",1,-1.1233101,5.1761085,-81.3124341,29.9012437
310,"Anomabu","St. Croix",465,-1.1233101,5.1761085,-64.8347992,17.7245968
311,"Anomabu","St. Eustatius",2,-1.1233101,5.1761085,-62.973555,17.4890306
312,"Anomabu","St. Kitts",1454,-1.1233101,5.1761085,-62.7559043,17.3433796
313,"Anomabu","St. Thomas",67,-1.1233101,5.1761085,-64.8940946,18.3380965
314,"Anomabu","St. Vincent",1403,-1.1233101,5.1761085,-92.3393435,34.7502877
315,"Anomabu","Suriname",1510,-1.1233101,5.1761085,-56.027783,3.919305
316,"Anomabu","Trinidad",1,-1.1233101,5.1761085,-61.222503,10.691803
317,"Anomabu","Upper James River",356,-1.1233101,5.1761085,-78.0470161,37.6433132
318,"Anomabu","USA, location unspecified",1,-1.1233101,5.1761085,-95.712891,37.09024
319,"Anomabu","West Indies (colony unspecified)",57,-1.1233101,5.1761085,-66.4108475,18.2345027
320,"Anomabu","York River",302,-1.1233101,5.1761085,-76.3824455,37.2476419
321,"Anomabu","Zion Hill",256,-1.1233101,5.1761085,-95.2126459,37.1924565
322,"Apammin","Americas",1,NA,NA,-105.2551187,54.5259614
323,"Apammin","Cap Francais",292,NA,NA,-72.2067681,19.7370362
324,"Apammin","Cayes (Les)",226,NA,NA,-73.7536695,18.2042851
325,"Apammin","Martinique",5,NA,NA,-61.024174,14.641528
326,"Apammin","Savannah",1,NA,NA,-81.091203,32.0808989
327,"Apammin","Suriname",969,NA,NA,-56.027783,3.919305
328,"Ardra","???",282,-74.323706,40.756341,NA,NA
329,"Ardra","Americas",5,-74.323706,40.756341,-105.2551187,54.5259614
330,"Ardra","Bahia",1,-74.323706,40.756341,-117.2470564,32.7722229
331,"Ardra","Barbados",6067,-74.323706,40.756341,-59.543198,13.193887
332,"Ardra","Basse-Terre",1,-74.323706,40.756341,-61.7064109,16.0144526
333,"Ardra","British Caribbean",1,-74.323706,40.756341,-76.7907214,17.9686962
334,"Ardra","Cap Francais",650,-74.323706,40.756341,-72.2067681,19.7370362
335,"Ardra","Cartagena",2811,-74.323706,40.756341,-75.4832311,10.3932277
336,"Ardra","Cumana",319,-74.323706,40.756341,-64.183316,10.431916
